nombre,precio,descuento,imagen,link
Pc Computador Gamer Amd Ryzen 7 5700g Ssd 240 Hdd 1tb Ram 16,3.859.900,3.859.900,https://http2.mlstatic.com/D_NQ_NP_862652-MCO47807316125_102021-V.webp,https://articulo.mercadolibre.com.co/MCO-818960598-pc-computador-gamer-amd-ryzen-7-5700g-ssd-240-hdd-1tb-ram-16-_JM#position=21&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Computador Portatil Dell Core I5 11gen 16gb 1tera 250gb Ssd Color Gris,2.281.000,2.281.000,https://http2.mlstatic.com/D_NQ_NP_855678-MLU70082561247_062023-V.webp,https://www.mercadolibre.com.co/computador-portatil-dell-core-i5-11gen-16gb-1tera-250gb-ssd-color-gris/p/MCO24034501?pdp_filters=category:MCO1648#searchVariation=MCO24034501&position=1&search_layout=stack&type=product&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Todo En Uno Hp 22-dd0522la Ryzen 3 3250u 4gb 128gb Ssd Win10,1.999.000,1.999.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.mercadolibre.com.co/todo-en-uno-hp-22-dd0522la-ryzen-3-3250u-4gb-128gb-ssd-win10/p/MCO20541003?pdp_filters=category:MCO1648#searchVariation=MCO20541003&position=2&search_layout=stack&type=product&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Portátil Computador Hp Intel Dual Core Ram 8gb 256gb Ssd 14,1.398.667,1.398.667,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1137992811-portatil-computador-hp-intel-dual-core-ram-8gb-256gb-ssd-14-_JM#position=22&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Servidor Dell Power Edge T40 Intel Xeon 3.5 Ghz 16g 1tb,7.714.142,7.714.142,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-582449651-servidor-dell-power-edge-t40-intel-xeon-35-ghz-16g-1tb-_JM#position=23&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Computador Portátil Hp 14-cf2522la - Ci5 - 8gb - 256gb - 14,1.858.000,1.858.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.mercadolibre.com.co/computador-portatil-hp-14-cf2522la-ci5-8gb-256gb-14/p/MCO21304802?pdp_filters=category:MCO1648#searchVariation=MCO21304802&position=3&search_layout=stack&type=product&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Todo En Uno Lenovo Amd Ryzen 3 3250u Ssd 256gb Ram 8gb Color Negro,1.859.900,1.859.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.mercadolibre.com.co/todo-en-uno-lenovo-amd-ryzen-3-3250u-ssd-256gb-ram-8gb-color-negro/p/MCO24104254?pdp_filters=category:MCO1648#searchVariation=MCO24104254&position=4&search_layout=stack&type=product&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Todo En Uno Pc Aio Hp Intel Dual Core Mem Ram 8gb Ssd 240gb,1.546.000,1.546.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1103645043-todo-en-uno-pc-aio-hp-intel-dual-core-mem-ram-8gb-ssd-240gb-_JM#position=24&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Todo En Uno Pc Aio Hp Intel Dual Core Mem Ram 8gb Ssd 240gb,1.546.000,1.546.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=889YONVtx3EODLQPIcxur8qVkOOW%2FSwGka21ujjwfewVwvu3agnjBAfXPUfTvtUbH7o56NVQ2PaPWSNiSmVtV2nKotBPdFnWyzLIwLCGF3IVmpmA16uOLlNck1YemBgFRd%2FKyJdhqs3urEnxepfn7b8r%2BtM8RtVwYnyRPoDmulWgmwYUNl6TS7hy01AY1Mie7ObV3KOj6NYknqXmOKffnfEMNqpIPwv7ujAHMAfF8OcpyBr2oSCmm8Vos2IMS0s6xOAbwQijqQsuVy5d77n7eFRnFALswGIzIjrVLBzNtasML4zEDITuNns2ff%2BDXsAtArLXHWu39Y2C3CBUyKKdHRXIuPOD33fPAY%2Fe%2FL10Nem9b713CvAXGgzcBLBV0kVLS6vLg3M1zB8sdB85bJfBAsSapkzKF2UkZ9qnxgM5%2FRwnFDpyw4cwDKMk7mHbB7iOo7xiSscFPz4kj0TM5MDwaWgN9KN0H1LfbmQSud7C9%2BFXq4YI12xbq9XHyqyiE2IJyu8rNGRLBUaB6q2O5X0pItN8mhY%2FegnzXYocibgTBgddf3m8%2BzH7RpiXh%2FeJBqxFtcpZBsGh5j7gVkL3v181BWZLtNkLA2pEV3ber8OrZFsTYxtEzR9e3YsaEZWxM2RXMsXVIIqJyrKiaoiJNhzq3ML4L68xccycn622JfycowBWc2%2BdsRTD9G6%2FsErrNeJA59ucYw1hIpNOrOJf51RojWOa94V0b8AI&e=mclics%2Fadvertising-results-augmenter-on%2B15097%2Cmclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Fshow-pads-search-list%2B5146%2Cmclics%2Fshow-pads-global%2B5176%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Fbuybox-threshold%2B24613%2Cmclics%2Flax-top-domain%2B23443&rb=x
Portátil Computador Hp Intel Dual Core Ram 8gb 256gb Ssd 14,1.398.667,1.398.667,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=KrH5W0TyRkwGNHzLyOl8YkpR1k69CS5yRIogBC7W0WMjJ5fczX0qfVgkkHSeKpU87dC4jhzTp6pmwGIxpSAlTllUSODwre%2F%2FH9BMy%2FLpZT2VDoY14oPSoD0KmwPY3pky1mnXGVXTCYXAg%2BpKzgjWZft%2B5Ya6Fb1EYlJZ6B3QaxV03zHh1MvIvsfsTR19TRahGuH5zUfVKSSj0v8f9nydBHojI%2Flh8eR4aUlYSbhEdKZ3bKFnrwEsxAzp6tUiO%2Fa4ahPAJNBW0FWZk1xU%2FNM1okvhLCY8D4LdiSPl5BuGETDGh8uzUZbV3I0P%2FgEbmAOLEADT2wchEO3IYe891H7D%2BM%2B5vs%2B2QpUVRGQBTOOHL8dI8LsKWjxsu5MyZs2yw5YV8rCRte9bhp2g%2BnMM4ASSihYrcwnHq%2F3AS78w1WI5LD7WRMpsX38qxXNoNNY6Bu4UqioEVDrKDYKfalPcwWo%2FzYY6j2nxG0elMxua4FmrPstbUBCV12FoH6LaA4LMgEjudkx%2FSGbJnZ4iyiz%2FBxShp3%2F9eHgC58pOdbMbCF2p%2Fue6HL6rBWwKtpenjeA79vBbvh08CtJ2YY7jnMlLECaaRrXaIqaYuQ39ddJB%2BF9sMZ%2BTMsJjAXKgOtbV22ON9mMY71ZnXcHOCBnATx2R37mYeNgiP7kx1TR8PHZu%2F6erF5HD91LizSH1xEqoIPAQmz46S1GFPOJUF8IMzM57pshPvFTkxyWMoy%2BM&e=mclics%2Fadvertising-results-augmenter-on%2B15097%2Cmclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Fshow-pads-search-list%2B5146%2Cmclics%2Fshow-pads-global%2B5176%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Fbuybox-threshold%2B24613%2Cmclics%2Flax-top-domain%2B23443&rb=x
Computador Portatil Hp Ryzen 5 20gb Ram 1tera Ssd Disco Win,2.888.888,2.888.888,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1105537799-computador-portatil-hp-ryzen-5-20gb-ram-1tera-ssd-disco-win-_JM#position=25&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Torre Cpu Gamer Ryzen 5 5600g Vega 7 1tb 16gb Led 22 Pc,2.999.900,2.999.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-657987424-torre-cpu-gamer-ryzen-5-5600g-vega-7-1tb-16gb-led-22-pc-_JM#position=26&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Torre Cpu Gamer Ryzen 7 5700g Vega 8 1tb 16gb Led 22 Pc,3.499.900,3.499.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-657989612-torre-cpu-gamer-ryzen-7-5700g-vega-8-1tb-16gb-led-22-pc-_JM#position=27&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Portátil Computador Dell Intel Core I3 Ssd 512gb Ram 8gb,1.650.000,1.650.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.mercadolibre.com.co/portatil-computador-dell-intel-core-i3-ssd-512gb-ram-8gb/p/MCO20751465?pdp_filters=category:MCO1648#searchVariation=MCO20751465&position=5&search_layout=stack&type=product&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Torre Gamer Rgb Amd Ryzen 5 5600g + 16gb + Ssd 240 @pd,1.990.000,1.990.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-907230610-torre-gamer-rgb-amd-ryzen-5-5600g-16gb-ssd-240-pd-_JM#position=28&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Computador Portatil Hp 14 Celeron Ssd 256gb Ram 4gb,1.099.900,1.099.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1162868972-computador-portatil-hp-14-celeron-ssd-256gb-ram-4gb-_JM#position=29&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Torre Cpu Gamer Athlon 3000g Vega 3 240sdd 8gb Pc,1.350.000,1.350.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-576136391-torre-cpu-gamer-athlon-3000g-vega-3-240sdd-8gb-pc-_JM#position=30&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Computador Portatil Hp Ryzen 5 16gb Ram 480gb Ssd Disco Win,1.999.000,1.999.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1105544202-computador-portatil-hp-ryzen-5-16gb-ram-480gb-ssd-disco-win-_JM#position=31&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Computador Portatil Hp Ryzen 5 20gb Ram 1tera Ssd Disco Win,2.888.888,2.888.888,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=7HRyh0hPM66fsrgfc91W025nnYtxC77mXFErPRLRSxRSy5mABC6BXoyYpAedWy7L1m2w79xWhrP3BT9U5wEdoCpAnSaPBcK0Nv06EvbB2IZJEqnjd0tH8qeZ6u3tPPIQn5jsuDu7aATUctyDXnxiifrXS8YP0LKIhCDzq3lbVCEeLHqDEN6%2F2KnYjbcjIRoRWZ5yhZbpss1qmcTqNQhAZBlt5ZVaWlFC1zJzBCfjXeCSOz4bxg83RXlw1s%2FoRSfaB4fGNb%2FxjhWo2fqD0wjT6AVR%2FNVTqXrAdDQlxYYHR0oOltGso08Dx3xprw8oUuiSvPa%2Fti56F2iPDfIv08w4%2FJ2TLE0e1eTLZJ%2FsrV0eU4Ap0xkEn0FsyqPxIWwTnwOM0HHGOVKfE6kSlMgsJ%2F12j5WuWA3C8EoBq0fR4uXQMun0f1azP0VPVFxlg7pNNAEmiPjsIMjTqaUVyho3QKuShDPxHjvCbfkbRHpH8ZJbYeb%2Fc04XdV%2BfXWWohm%2FCFYucDHd95KfaUSxwSpKM3IpWHttREbFtv9jWRiMzTqkgmydSyT1cGkjKSB0ZCZs5nMRh2FiaXNIJvgCPGrCe9AkaV0ewcVsvDBWquxsxaoegl1je3IDjvxp2pWDh6ZbkvaiYVtOlqs%2BHweYg7xfqkGJdJXUxn3dhulV9aakqrHBnvgIdFoEQzUifCspEwO8TP%2Fv7IKyaTV7Fonm%2FY%2BnFKBv9v9CfwBBl2nd7dQ%3D%3D&e=mclics%2Fadvertising-results-augmenter-on%2B15097%2Cmclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Fshow-pads-search-list%2B5146%2Cmclics%2Fshow-pads-global%2B5176%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Fbuybox-threshold%2B24613%2Cmclics%2Flax-top-domain%2B23443&rb=x
Computador Portatil Hp Ryzen 5 16gb Ram 480gb Ssd Disco Win,1.999.000,1.999.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=RoagkPXIWO0Iw01SC3Xoh%2FCAvd1lK5xFMwWERg5UAUrDZ35KRrRKAodY0COBzOZw17047VhNWxIK3kaJ1yWAjdNorKSr7qa0wt38cvnRLaBeEdvE92A0t0jkcK9dNhqqXwvmd%2FqsE%2F95FwauBKJASV%2BNo%2BMXesqG1oDXrB4jImTemgXpKCj%2BvC%2BgkdGB%2F5kPYPeMHXoPr%2FwIs%2BPIyML7VPvjTIzdKK%2BGM23eJ9RABA3bqO0Jvo41SISrCeVcdWs0lkk6lQTJqpQ1mAquzsKybXpX0uvEm1i2mjdEjkH1hHsHVpn%2FNFh7ByJqOLRkReO0SuCLOSlWNMeJ2bknSAZaVoa%2BaMu6DURM0Ye0CzRZ6fm1OUtO8txExNig2em8pNHYcxO5VzXHkWAKoF4W%2FvIJx08kFkevevAid0HIFFweUykQm86ClsB74hON%2FEStn13QACc4eK3bnGyQ61FSfMorm17r0fNdUVy1nRlPQkKxCnXJ2d3N8Fy9r3it9mt5AGYhz8S02Vgr830CGlYplrFyq8KhyOK9bD3hs48jpyp00r%2BpAhX1c70z6bpf4IFhe%2Fq5cnfP7Ngo4YYoxBJo9D5K17KQYZ1LjqRXpAdDmmEckZqVygxefksTDOOcy4jKKchrNjXeFD0FYlFG7cTPVqQ%2BJ0QR0ZYXdtLdBCc5qGadJI%2FhM3BFH%2F8918roVqgOMeX70eEtkomvCg99Dm9RESSSds2OWh8E7zM%3D&e=mclics%2Fadvertising-results-augmenter-on%2B15097%2Cmclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Fshow-pads-search-list%2B5146%2Cmclics%2Fshow-pads-global%2B5176%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Fbuybox-threshold%2B24613%2Cmclics%2Flax-top-domain%2B23443&rb=x
Torre Cpu Gamer Amd Ryzen 5 5600g + 8gb + Ssd 240 + Win @pd,1.799.000,1.799.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-891789682-torre-cpu-gamer-amd-ryzen-5-5600g-8gb-ssd-240-win-pd-_JM#position=32&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Computador Portatil Hp Ryzen 5 16gb Ram 1tera Ssd Disco Win,2.399.900,2.399.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1105685807-computador-portatil-hp-ryzen-5-16gb-ram-1tera-ssd-disco-win-_JM#position=33&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Disco sólido SSD interno Kingston SA400S37/480G 480GB negro,116.900,116.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.mercadolibre.com.co/disco-solido-ssd-interno-kingston-sa400s37480g-480gb-negro/p/MCO17978326?pdp_filters=category:MCO1648#searchVariation=MCO17978326&position=6&search_layout=stack&type=product&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Cpu Torre Core I5 Monitor 19 8ram 250ssd,889.899,889.899,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-999579748-cpu-torre-core-i5-monitor-19-8ram-250ssd-_JM#position=34&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Disco sólido SSD interno Kingston SA400S37/240G 240GB negro,72.191,72.191,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.mercadolibre.com.co/disco-solido-ssd-interno-kingston-sa400s37240g-240gb-negro/p/MCO19035706?pdp_filters=category:MCO1648#searchVariation=MCO19035706&position=7&search_layout=stack&type=product&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Torre Cpu Gamer Ryzen 5 5600g Vega 7 1tb 16gb Pc,3.099.900,3.099.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-657785400-torre-cpu-gamer-ryzen-5-5600g-vega-7-1tb-16gb-pc-_JM#position=35&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Computador Portátil Asus Core I5 8gb Ram 256gb Ssd W10,1.989.195,1.989.195,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.mercadolibre.com.co/computador-portatil-asus-core-i5-8gb-ram-256gb-ssd-w10/p/MCO23086404?pdp_filters=category:MCO1648#searchVariation=MCO23086404&position=8&search_layout=stack&type=product&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Todo En Uno Hp Intel Cel J4025 Ram 8gb Ssd 256gb 22dd2004la,1.312.784,1.312.784,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.mercadolibre.com.co/todo-en-uno-hp-intel-cel-j4025-ram-8gb-ssd-256gb-22dd2004la/p/MCO21617018?pdp_filters=category:MCO1648#searchVariation=MCO21617018&position=11&search_layout=stack&type=product&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Computador Intel Core I5 10400 Uhd 630 1tb 16gb Pc Led 22,2.699.900,2.699.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-616828416-computador-intel-core-i5-10400-uhd-630-1tb-16gb-pc-led-22-_JM#position=36&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Disco sólido SSD interno Adata Ultimate SU650 ASU650SS-240GT-R 240GB negro,62.800,62.800,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.mercadolibre.com.co/disco-solido-ssd-interno-adata-ultimate-su650-asu650ss-240gt-r-240gb-negro/p/MCO15749699?pdp_filters=category:MCO1648#searchVariation=MCO15749699&position=12&search_layout=stack&type=product&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Torre Gamer Amd Ryzen 5 5600g +8gb Ram + Ssd 240 Radeon 7 Pc,1.820.000,1.820.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-953822048-torre-gamer-amd-ryzen-5-5600g-8gb-ram-ssd-240-radeon-7-pc-_JM#position=37&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Todo En Uno Lenovo Intel Core I5 10400t Ssd 256gb Ram 12gb Color Negro,2.899.900,2.899.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.mercadolibre.com.co/todo-en-uno-lenovo-intel-core-i5-10400t-ssd-256gb-ram-12gb-color-negro/p/MCO24592129?pdp_filters=category:MCO1648#searchVariation=MCO24592129&position=13&search_layout=stack&type=product&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Computador Portátil Hp Intel Core I3 8gb 512gb Ssd 14dq2504l,2.120.000,2.120.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.mercadolibre.com.co/computador-portatil-hp-intel-core-i3-8gb-512gb-ssd-14dq2504l/p/MCO22743690?pdp_filters=category:MCO1648#searchVariation=MCO22743690&position=14&search_layout=stack&type=product&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Cpu Torre+monitor 17+8ram+hd500+wifi Usb+regulador 6 Tomas,619.899,619.899,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-977712696-cpu-torremonitor-178ramhd500wifi-usbregulador-6-tomas-_JM#position=38&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Kit de teclado y mouse inalámbrico Logitech MK235 Español de color negro,100.000,100.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.mercadolibre.com.co/kit-de-teclado-y-mouse-inalambrico-logitech-mk235-espanol-de-color-negro/p/MCO18610706?pdp_filters=category:MCO1648#searchVariation=MCO18610706&position=15&search_layout=stack&type=product&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Computador Portatil Lenovo Amd 3020e 8gb Ram 1tera 128ssd,1.300.000,1.300.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-908017246-computador-portatil-lenovo-amd-3020e-8gb-ram-1tera-128ssd-_JM#position=39&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Cpu Torre Core I5 +16ram+hd500 Monitor 19,899.789,899.789,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1194697164-cpu-torre-core-i5-16ramhd500-monitor-19-_JM#position=40&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Apple Mac Mini M2 8gb Ram 256gb Ssd,3.379.999,3.379.999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.mercadolibre.com.co/apple-mac-mini-m2-8gb-ram-256gb-ssd/p/MCO22934159?pdp_filters=category:MCO1648#searchVariation=MCO22934159&position=16&search_layout=stack&type=product&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Computador Portatil Hp Ryzen 5 32gb Ram 1tera Ssd Disco Win,2.670.000,2.670.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1162806849-computador-portatil-hp-ryzen-5-32gb-ram-1tera-ssd-disco-win-_JM#position=41&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Cpu Intel Core 3 Tercera Generacion 1tb 8gb,750.000,750.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-898780948-cpu-intel-core-3-tercera-generacion-1tb-8gb-_JM#position=42&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Todo En Uno Lenovo Amd Ryzen 5 Disc Hdd1tb+ssd256gb Ram 16gb,2.889.900,2.889.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-938829670-todo-en-uno-lenovo-amd-ryzen-5-disc-hdd1tbssd256gb-ram-16gb-_JM#position=43&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Torre Cpu Gamer Ryzen 7 5700g Vega 8 1tb 32gb Pc,3.449.900,3.449.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-999418729-torre-cpu-gamer-ryzen-7-5700g-vega-8-1tb-32gb-pc-_JM#position=44&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Computador Portatil Asusx415ja Core I3 10ma 8gb Ssd 256gb,1.446.000,1.446.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-909637627-computador-portatil-asusx415ja-core-i3-10ma-8gb-ssd-256gb-_JM#position=45&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
Servidor Dell Poweredge T40 Intel Xeon 3.5ghz 8gb 1tb Dvd,5.390.000,5.390.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-580402946-servidor-dell-poweredge-t40-intel-xeon-35ghz-8gb-1tb-dvd-_JM#position=46&search_layout=stack&type=item&tracking_id=6a89a2bd-f521-47b7-8c18-9b51d287900b
