nombre,precio,descuento,imagen,link
Computador Portatil Dell Core I5 16gb Ram 500gb Ssd Disco,2.846.230,2.846.230,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1006855288-computador-portatil-dell-core-i5-16gb-ram-500gb-ssd-disco-_JM#position=24&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Memoria Ram Ddr3 4gb Portatil 1333mhz Skyd,45.000,45.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=Q95HRm8n%2FtZV5TmZPcPYd4R0Ck8in3cZHkVAgDFhS82eFqja3sXiU5nUcdAR2In7mY73Z9Q7eQPGdU5jt79qCMnwazEntWM3v8LKXdEvaXAy7IYcUI54Jnalzc2eblCnn38AA0aeRXtklpOutrrYTHNigLCFIzBVu9KuN9ZT%2FKXM4VTD2okblBu1ez6KGYaMhDXmnxHPeF6drSMmmEO5RAt%2BE1j42daJqD3VAcl0sgIkQINV9MaRQFjKtDcDGa3D21UvY1tJi6HWI%2FYRco%2F8idHz18S9GKTMX9ZKRmdHSzvbnJWFgRKm86FLWAVaoy9GeGljQwlYmzJ%2B0KSh8ANLYHS7aOSZKwGHEuXmgPSre5gcrGy7pFlFbhEYhS59yI3X3qYjE2UQaIbPidJ%2FUFiCowgvm4CF%2F2NCXZJpD3cLwbwoSlPa6AxfMxSAh2nhcXQedOhO%2FhzFt1x1tqEYagZcqz1LvagJg26ESHSMwEkKMgpDuFo9eDaZDSK%2FtS5TK%2B7Mv3yZGtjiOJ3g2fV8qBz3sc6zeSVETsZ43CYpud71PYHBXYo1aegFrsL9T%2F36StTKXTVK2fIOMwwsfYojuv2T0lEtbrB8d0dTIxo6jhKQ1YzVjyqrRI1RIMRYjn812Nd8sl0szOBk5MsHrvLw79JqdYA%2BC%2FV7Y4mH8hStHx0Ikhp8gVsRsppnL8dM02t3EbVFfPPZKjWc%2BUmB65bQT70RDcAyPVBtejFYXgHqAE%2By5EMxR2vkYxRBLricBa4AjwX78Uj1TuByU6tTskWPuejD4nVueZxXM8RRQy6Ramk3&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Fshow-pads-search-list%2B5146%2Cmclics%2Fshow-pads-global%2B5176%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Mouse inalámbrico HP 200 negro,56.400,56.400,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=lIOqw%2BAxDHQMdpBCBJfrSMTyVcizAnPDZh8RVyP3hPgN%2B0UiWSt4fKw3VkDbMiWDzbIP8Not1Ml7haLoqQH1HXtHKQCMZpY%2FP0RHkzczRpSihpSetpZbOclJrYVcuZPY9c8EBXAP7sLEgBlAZRYe0srDXqyArYHx4%2BzJ5LH9jRJ45ddNSJlzetw54HUFiKRtQdjZ81iO8szJzmELM1IGXMZASGeRhkzCtYgy%2F6Da07suMNplsPu97j48c70O19fU43jLDA%2FyFA46EBk9%2BUZedtn39kcysk3c2KyYKF2DCLP2L0a8U50vN%2Bd6l5sH7t8YnSNTmPWosWX0asVKxV31Qy20o9cYkY48avaR8SR6ER%2BpXsF8tu1jCatXPxADiZ%2B8%2B5%2BLsiWKdI3oxDHImo%2BEAycTCvlyBe7sV2wuu6O51NSKk0BTQZjJQVpvjnrwXfPcjkLps4s%2FSj5sJAaAXOapQYXzOFF4GPqEtgBfUa%2BuMzVSfqSYyXI32djhKT1HJEketMeVFu3HlNg3SKn6moWqM1Hqj880DN%2BMBH22Oi7V5L68NmYCfD7agolCzA7yb0kNUXkdHpElW8lGausEaCjye5%2B8DDKQ1%2BHkKc6pLegECN1LfMjOPqFdBMVdY%2By%2FyvMi5iCjp4Nd4GsvARD%2BZDmuT70eVxSXGFp2ApouwmABCOulgoZ4HdFZ0vWZIlRaAKBbj8FCX5P0moC8RcXFLp125dqsy%2FZVfZZh4h%2BvK4SXiKL7YHh03JzADrE55U0IbF1YaB%2FkTeB8171YxbE%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Fshow-pads-search-list%2B5146%2Cmclics%2Fshow-pads-global%2B5176%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Torre Cpu Gamer Amd Athlon 3000g Vega 3 8gb Ram 250gb Sdd Pc,1.370.000,1.370.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-580306347-torre-cpu-gamer-amd-athlon-3000g-vega-3-8gb-ram-250gb-sdd-pc-_JM#position=25&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Portátil Computador Dell Intel Core I3 Ssd 512gb Ram 20gb,1.969.900,1.969.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-904738973-portatil-computador-dell-intel-core-i3-ssd-512gb-ram-20gb-_JM#position=26&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Cpu Torre Pc Intel Core I5 10400 Ssd 1tb Ram 16gb,2.399.900,2.399.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-810789542-cpu-torre-pc-intel-core-i5-10400-ssd-1tb-ram-16gb-_JM#position=27&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Base Para Graduar Altura Computador Todo En Uno All In One,160.000,160.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-453821023-base-para-graduar-altura-computador-todo-en-uno-all-in-one-_JM#position=28&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Portátil Computador Dell Intel Core I3 Ssd 256gb Ram 20gb,1.789.900,1.789.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-904147196-portatil-computador-dell-intel-core-i3-ssd-256gb-ram-20gb-_JM#position=29&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Cpu Torre Core I5+monitor 19+8ram+hd500,788.899,788.899,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1239963746-cpu-torre-core-i5monitor-198ramhd500-_JM#position=30&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Tableta digitalizadora Gaomon S620 black,161.472,161.472,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.mercadolibre.com.co/tableta-digitalizadora-gaomon-s620-black/p/MCO15190620?pdp_filters=category:MCO1648#searchVariation=MCO15190620&position=5&search_layout=stack&type=product&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Computador Portátil Hp Core I5 8gb 1tera Ssd 14 PuLG Win,2.599.800,2.599.800,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1205386087-computador-portatil-hp-core-i5-8gb-1tera-ssd-14-pulg-win-_JM#position=31&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Torre Cpu Gamer Ryzen 7 5700g Vega 8 1tb 16gb Pc,3.449.900,3.449.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-657791576-torre-cpu-gamer-ryzen-7-5700g-vega-8-1tb-16gb-pc-_JM#position=32&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Computador Portátil Hp Pavilion Core I5 12gb 1tera Ssd,2.599.999,2.599.999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1301299237-computador-portatil-hp-pavilion-core-i5-12gb-1tera-ssd-_JM#position=33&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
"Computador Todo En Uno Hp 205 G8 Ryzen 5 5500 8gb 256gb 23,8",2.085.900,2.085.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1569259282-computador-todo-en-uno-hp-205-g8-ryzen-5-5500-8gb-256gb-238-_JM#position=34&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
"Torre Gamer Ryzen 5 3400g, 16gb Ram Blindada, Disco 1000gb",2.140.000,2.140.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-559594700-torre-gamer-ryzen-5-3400g-16gb-ram-blindada-disco-1000gb-_JM#position=35&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Computador Portatil Acer Amd Ryzen 5 3500u Ssd 512gb Ram12gb,2.399.900,2.399.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-922392643-computador-portatil-acer-amd-ryzen-5-3500u-ssd-512gb-ram12gb-_JM#position=36&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Audífonos Logitech H390 negro,163.000,163.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.mercadolibre.com.co/audifonos-logitech-h390-negro/p/MCO6417063?pdp_filters=category:MCO1648#searchVariation=MCO6417063&position=6&search_layout=stack&type=product&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Pc Gamer V6 Plus | Ryzen 5 | B450 | 8gb | Ssd | 450w | Promo,2.029.900,2.029.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-908887889-pc-gamer-v6-plus-ryzen-5-b450-8gb-ssd-450w-promo-_JM#position=37&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Computador Mini Intel Apollo Lake N3450 Con Windows 10,680.152,680.152,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-476182111-computador-mini-intel-apollo-lake-n3450-con-windows-10-_JM#position=38&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Terminal Pos Con Pantalla Táctil Android + Sistema Pos,1.510.000,1.510.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-914839959-terminal-pos-con-pantalla-tactil-android-sistema-pos-_JM#position=39&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Torre Cpu Gamer Ryzen 5 4600g 240gb Ssd Vega 7 Hdmi 16gb Pc,1.299.900,1.299.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1282786813-torre-cpu-gamer-ryzen-5-4600g-240gb-ssd-vega-7-hdmi-16gb-pc-_JM#position=40&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Computador Portatil Lenovo Core I5 8 Gb Ram 1 Tera 250 Ssd,2.049.900,2.049.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-868393167-computador-portatil-lenovo-core-i5-8-gb-ram-1-tera-250-ssd-_JM#position=41&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Memoria RAM Premier color verde 8GB 1 Adata AD4S320088G22-SGN,106.500,106.500,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.mercadolibre.com.co/memoria-ram-premier-color-verde-8gb-1-adata-ad4s320088g22-sgn/p/MCO18104214?pdp_filters=category:MCO1648#searchVariation=MCO18104214&position=7&search_layout=stack&type=product&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Pc Escrit. Ryzen 5 Disco Solido 512gb M.2 Ram8gb Monitor 27,2.109.000,2.109.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1640237572-pc-escrit-ryzen-5-disco-solido-512gb-m2-ram8gb-monitor-27-_JM#position=42&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Computador Portatil Hp Ryzen 5 16gb Ram 512gb Ssd Disco Win,1.950.000,1.950.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1765442246-computador-portatil-hp-ryzen-5-16gb-ram-512gb-ssd-disco-win-_JM#position=43&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
"Cinta Adhesiva Para iMac Pantalla 21.5, Año 2012 A 2019",24.000,24.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-649078382-cinta-adhesiva-para-imac-pantalla-215-ano-2012-a-2019-_JM#position=44&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Portátil Computador Dell Intel Core I3 Ssd 512gb Ram 8gb,1.679.900,1.679.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-904171204-portatil-computador-dell-intel-core-i3-ssd-512gb-ram-8gb-_JM#position=45&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Cpu Dell Vostro 3681 Core I3 10ma Gen 4gb 1tb 240gb Open Box,1.499.999,1.499.999,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1205470601-cpu-dell-vostro-3681-core-i3-10ma-gen-4gb-1tb-240gb-open-box-_JM#position=46&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Todo En Uno Lenovo Intel C I5 Disc Ssd 2tb Ram 32gb Led 24,3.669.900,3.669.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-940707115-todo-en-uno-lenovo-intel-c-i5-disc-ssd-2tb-ram-32gb-led-24-_JM#position=47&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Portátil Computador Dell Intel Core I3 Ssd 1tb Ram 12gb,1.969.900,1.969.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-904752536-portatil-computador-dell-intel-core-i3-ssd-1tb-ram-12gb-_JM#position=48&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Pc Torre Gamer Ryzen 3 3200g A320m Ssd 240gb Ram 8gb Mon 22,2.309.900,2.309.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-583237982-pc-torre-gamer-ryzen-3-3200g-a320m-ssd-240gb-ram-8gb-mon-22-_JM#position=49&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Computador Portatil 14.1' Laptop Intel Ram 8gb Ssd 256gb,1.999.000,1.999.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1310124991-computador-portatil-141-laptop-intel-ram-8gb-ssd-256gb-_JM#position=50&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Torre Cpu Gamer Ryzen 7 5700x Gpu 2gb Hdmi 1tb 32gb Pc,3.649.900,3.649.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-879553951-torre-cpu-gamer-ryzen-7-5700x-gpu-2gb-hdmi-1tb-32gb-pc-_JM#position=51&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Todo En Uno Hp Amd Ryzen 5 5500u Ssd 2tb Ram 12gb Led 24,3.649.900,3.649.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1598509864-todo-en-uno-hp-amd-ryzen-5-5500u-ssd-2tb-ram-12gb-led-24-_JM#position=52&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Computador Portatil Lenovo V14 Core I5 8 Gb Ram 1 Tera,2.149.800,2.149.800,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1684024046-computador-portatil-lenovo-v14-core-i5-8-gb-ram-1-tera-_JM#position=53&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Servidor Hpe Proliant Ml30 Gen10+ Intel Xeon E2314 16gb-1tb,6.099.000,6.099.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-1307554999-servidor-hpe-proliant-ml30-gen10-intel-xeon-e2314-16gb-1tb-_JM#position=54&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Teclado inalámbrico Logitech K400 Plus QWERTY español color negro,145.000,145.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.mercadolibre.com.co/teclado-inalambrico-logitech-k400-plus-qwerty-espanol-color-negro/p/MCO8953444?pdp_filters=category:MCO1648#searchVariation=MCO8953444&position=8&search_layout=stack&type=product&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Computador Portatil Lenovo 14-itl6 Core I5 Ram 8gb Ssd 256gb,1.842.900,1.842.900,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-914450052-computador-portatil-lenovo-14-itl6-core-i5-ram-8gb-ssd-256gb-_JM#position=55&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
Torre Gamer Cpu Amd Ryzen 5 5600g 16gb Ram Graficos Vega 7,2.099.000,2.099.000,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://articulo.mercadolibre.com.co/MCO-866655306-torre-gamer-cpu-amd-ryzen-5-5600g-16gb-ram-graficos-vega-7-_JM#position=56&search_layout=stack&type=item&tracking_id=66458c8f-6822-4838-853c-3a2692ad24d0
